16 6 9 0.00354997
17 6 9 0.00403828
15 6 9 0.00306904
18 6 10 0.00200292
13 6 9 0.00213621
14 6 9 0.00259705
11 6 8 0.00397088
12 6 9 0.00168975
144 7 11 0.00402908
122 7 11 0.00333428
140 7 11 0.00390268
117 7 11 0.00317655
128 7 11 0.00352367
157 7 12 0.00219986
131 7 11 0.00361839
135 7 11 0.00374472
147 7 11 0.0041239
137 7 11 0.0038079
136 7 11 0.00377631
120 7 11 0.00327118
146 7 11 0.00409229
111 7 11 0.00298737
1517 8 13 0.00245701
1308 8 13 0.00211348
1473 8 13 0.00238469
1020 8 12 0.00357113
1494 8 13 0.0024192
1662 8 13 0.00269531
1543 8 13 0.00249974
1212 8 13 0.00195568
1233 8 13 0.0019902
1578 8 13 0.00255726
1753 8 13 0.00284485
1344 8 13 0.00217266
1553 8 13 0.00251617
1487 8 13 0.0024077
1204 8 13 0.00194253
1335 8 13 0.00215786
1460 8 13 0.00236332
1432 8 13 0.0023173
1215 8 13 0.00196061
12349 9 14 0.00206686
14710 9 14 0.00246258
10533 9 13 0.00405288
14099 9 14 0.0023602
13755 9 14 0.00230246
11617 9 14 0.00194408
13055 9 14 0.00218523
15550 9 14 0.00260329
16446 9 14 0.00275352
12733 9 14 0.00213111
12941 9 14 0.00216598
13356 9 14 0.00223556
11954 9 14 0.00200064
11322 9 14 0.00189457
14830 9 14 0.00248279
12742 9 14 0.00213279
13972 9 14 0.00233884
11197 9 14 0.00187367
13541 9 14 0.00226659
12769 9 14 0.00213719
165 7 12 0.00232561
143 7 11 0.00399748
142 7 11 0.00396588
134 7 11 0.00371314
155 7 12 0.00216843
95 7 11 0.00248369
138 7 11 0.00383949
129 7 11 0.00355524
130 7 11 0.00358681
106 7 11 0.00282984
139 7 11 0.00387109
145 7 11 0.00406068
1583 8 13 0.00256548
1697 8 13 0.00275282
1169 8 12 0.00410469
1500 8 13 0.00242907
1164 8 12 0.00408679
1340 8 13 0.00216608
1295 8 13 0.00209211
1456 8 13 0.00235675
1496 8 13 0.00242249
1403 8 13 0.00226964
1407 8 13 0.00227621
1691 8 13 0.00274296
1252 8 13 0.00202143
1738 8 13 0.0028202
1756 8 13 0.00284978
1538 8 13 0.00249152
1622 8 13 0.00262957
1757 8 13 0.00285142
1387 8 13 0.00224334
12764 9 14 0.00213637
12677 9 14 0.0021218
14411 9 14 0.00241238
13042 9 14 0.00218295
14785 9 14 0.00247519
12627 9 14 0.00211337
13792 9 14 0.00230859
11074 9 14 0.00185299
16687 9 14 0.00279395
15955 9 14 0.00267118
11094 9 14 0.00185638
12597 9 14 0.00210835
13868 9 14 0.00232152
15193 9 14 0.00254358
14161 9 14 0.00237061
11966 9 14 0.00200268
12261 9 14 0.00205208
14195 9 14 0.00237621
15167 9 14 0.00253915
11436 9 14 0.00191371
10 6 8 0.00292807
112 7 11 0.00301889
166 7 12 0.00234133
126 7 11 0.00346053
125 7 11 0.00342896
182 7 12 0.00259296
167 7 12 0.00235705
109 7 11 0.00292434
132 7 11 0.00364997
149 7 12 0.00207416
153 7 12 0.002137
1226 8 13 0.00197869
1275 8 13 0.00205924
1133 8 12 0.00397579
1708 8 13 0.0027709
1449 8 13 0.00234524
1309 8 13 0.00211513
1227 8 13 0.00198033
1167 8 12 0.00409753
1366 8 13 0.00220882
1117 8 12 0.00391849
1203 8 13 0.00194088
1333 8 13 0.00215458
1405 8 13 0.00227292
1326 8 13 0.00214307
1371 8 13 0.00221704
11994 9 14 0.0020073
16190 9 14 0.00271047
13290 9 14 0.00222451
17822 9 14 0.00298421
18555 9 14 0.00310702
17336 9 14 0.0029028
12162 9 14 0.00203536
13100 9 14 0.00219269
12722 9 14 0.00212927
12691 9 14 0.00212413
13578 9 14 0.00227281
12680 9 14 0.00212226
12396 9 14 0.00207479
12094 9 14 0.00202402
13873 9 14 0.00232235
11847 9 14 0.00198268
15556 9 14 0.00260442
13026 9 14 0.00218031
18906 9 14 0.00316569
15232 9 14 0.00254997
20 6 10 0.00248356
161 7 12 0.00226273
150 7 12 0.00208987
102 7 11 0.00270389
159 7 12 0.00223129
121 7 11 0.00330273
163 7 12 0.00229416
154 7 12 0.00215272
115 7 11 0.00311347
141 7 11 0.00393428
118 7 11 0.00320809
1589 8 13 0.00257534
1463 8 13 0.00236825
1298 8 13 0.00209704
1307 8 13 0.00211184
1378 8 13 0.00222854
1108 8 12 0.00388627
1518 8 13 0.00245865
1207 8 13 0.00194746
1448 8 13 0.0023436
1568 8 13 0.00254082
1274 8 13 0.00205759
1182 8 12 0.00415124
1546 8 13 0.00250467
1512 8 13 0.00244879
1490 8 13 0.00241263
1593 8 13 0.00258191
1312 8 13 0.00212006
1475 8 13 0.00238798
1411 8 13 0.00228278
15621 9 14 0.00261538
11456 9 14 0.00191701
15579 9 14 0.00260837
15081 9 14 0.00252473
13363 9 14 0.00223675
14970 9 14 0.0025061
14112 9 14 0.00236229
12779 9 14 0.00213881
10813 9 13 0.00416077
14531 9 14 0.00243247
12112 9 14 0.00202705
11845 9 14 0.00198236
12911 9 14 0.00216099
17041 9 14 0.00285322
10962 9 14 0.00183429
13138 9 14 0.00219907
12248 9 14 0.00204987
13447 9 14 0.00225083
14028 9 14 0.00234828
173 7 12 0.0024514
104 7 11 0.00276685
160 7 12 0.00224701
1437 8 13 0.00232552
1533 8 13 0.0024833
1261 8 13 0.00203623
1549 8 13 0.0025096
1401 8 13 0.00226635
1055 8 12 0.00369647
1264 8 13 0.00204116
1316 8 13 0.00212663
1161 8 12 0.00407604
1272 8 13 0.00205431
1269 8 13 0.00204937
1385 8 13 0.00224005
1413 8 13 0.00228607
1506 8 13 0.00243893
1289 8 13 0.00208225
1072 8 12 0.00375735
1441 8 13 0.00233209
15800 9 14 0.00264521
13888 9 14 0.00232485
15356 9 14 0.00257082
15948 9 14 0.00266999
15803 9 14 0.00264582
12549 9 14 0.00210035
13853 9 14 0.00231891
13209 9 14 0.00221089
11839 9 14 0.00198125
14245 9 14 0.00238464
13250 9 14 0.00221789
12093 9 14 0.00202398
13640 9 14 0.00228332
15330 9 14 0.00256638
15091 9 14 0.0025265
15163 9 14 0.00253853
16852 9 14 0.00282176
16720 9 14 0.00279958
14592 9 14 0.00244274
14344 9 14 0.00240117
