16 6 8 0.009765
17 6 9 0.00403828
15 6 8 0.00854717
18 6 9 0.00453279
13 6 8 0.00619018
14 6 8 0.00735412
11 6 8 0.00397088
12 6 8 0.00506046
144 7 10 0.0096378
122 7 10 0.00798194
140 7 10 0.0093366
117 7 10 0.00760594
128 7 10 0.00843333
157 7 11 0.00444004
131 7 10 0.00865909
135 7 10 0.00896017
147 7 10 0.00986372
137 7 10 0.00911073
136 7 10 0.00903545
120 7 10 0.00783152
146 7 10 0.00978841
111 7 10 0.00715498
1517 8 12 0.00535037
1308 8 12 0.00460233
1473 8 12 0.00519291
1020 8 11 0.00973167
1494 8 12 0.00526807
1662 8 12 0.0058692
1543 8 12 0.00544341
1212 8 12 0.00425865
1233 8 12 0.00433383
1578 8 12 0.00556865
1753 8 12 0.00619474
1344 8 12 0.0047312
1553 8 12 0.0054792
1487 8 12 0.00524301
1204 8 12 0.00423
1335 8 12 0.00469898
1460 8 12 0.00514639
1432 8 12 0.00504618
1215 8 12 0.00426939
12349 9 13 0.00475287
14710 9 13 0.00566249
10533 8 14 0.00962493
14099 9 13 0.00542715
13755 9 13 0.00529455
11617 9 13 0.00447071
13055 9 13 0.00502496
15550 9 13 0.00598596
16446 9 13 0.00633108
12733 9 13 0.00490074
12941 9 13 0.00498088
13356 9 13 0.0051408
11954 9 13 0.00460065
11322 9 13 0.00435695
14830 9 13 0.00570881
12742 9 13 0.00490438
13972 9 13 0.00537816
11197 9 13 0.00430882
13541 9 13 0.00521211
12769 9 13 0.00491465
165 7 11 0.00469304
143 7 10 0.00956249
142 7 10 0.00948719
134 7 10 0.0088849
155 7 11 0.0043768
95 7 10 0.00595416
138 7 10 0.00918602
129 7 10 0.00850858
130 7 10 0.00858384
106 7 10 0.00677941
139 7 10 0.00926131
145 7 10 0.0097131
1583 8 12 0.00558654
1697 8 12 0.00599441
1169 8 12 0.00410469
1500 8 12 0.00528954
1164 8 12 0.00408679
1340 8 12 0.00471688
1295 8 12 0.00455579
1456 8 12 0.00513207
1496 8 12 0.00527522
1403 8 12 0.00494238
1407 8 12 0.0049567
1691 8 12 0.00597295
1252 8 12 0.00440186
1738 8 12 0.00614108
1756 8 12 0.00620547
1538 8 12 0.00542552
1622 8 12 0.00572609
1757 8 12 0.00620905
1387 8 12 0.00488511
12764 9 13 0.00491275
12677 9 13 0.00487923
14411 9 13 0.00554723
13042 9 13 0.00501984
14785 9 13 0.00569142
12627 9 13 0.00485991
13792 9 13 0.00530873
11074 9 13 0.00426136
16687 9 13 0.00642391
15955 9 13 0.00614195
11094 9 13 0.0042691
12597 9 13 0.00484836
13868 9 13 0.0053382
15193 9 13 0.00584858
14161 9 13 0.00545106
11966 9 13 0.00460531
12261 9 13 0.00471894
14195 9 13 0.00546406
15167 9 13 0.0058385
11436 9 13 0.00440091
10 6 8 0.00292807
112 7 10 0.00723012
166 7 11 0.00472467
126 7 10 0.00828285
125 7 10 0.00820761
182 7 11 0.00523083
167 7 11 0.00475629
109 7 10 0.00700472
132 7 10 0.00873436
149 7 11 0.00418711
153 7 11 0.00431357
1226 8 12 0.00430877
1275 8 12 0.0044842
1133 8 12 0.00397579
1708 8 12 0.00603377
1449 8 12 0.00510702
1309 8 12 0.00460591
1227 8 12 0.00431235
1167 8 12 0.00409753
1366 8 12 0.00480995
1117 7 13 0.00991797
1203 8 12 0.00422642
1333 8 12 0.00469182
1405 8 12 0.00494954
1326 8 12 0.00466676
1371 8 12 0.00482785
11994 9 13 0.00461602
16190 9 13 0.00623235
13290 9 13 0.00511538
17822 9 13 0.00686097
18555 9 13 0.00714311
17336 9 13 0.00667389
12162 9 13 0.00468066
13100 9 13 0.00504221
12722 9 13 0.0048965
12691 9 13 0.00488461
13578 9 13 0.00522637
12680 9 13 0.00488034
12396 9 13 0.00477104
12094 9 13 0.00465451
13873 9 13 0.00534012
11847 9 13 0.00455939
15556 9 13 0.00598839
13026 9 13 0.00501372
18906 9 13 0.00727807
15232 9 13 0.00586346
20 6 9 0.00553689
161 7 11 0.00456653
150 7 11 0.00421873
102 7 10 0.00647915
159 7 11 0.00450328
121 7 10 0.00790673
163 7 11 0.00462978
154 7 11 0.00434518
115 7 10 0.00745559
141 7 10 0.0094119
118 7 10 0.00768113
1589 8 12 0.00560801
1463 8 12 0.00515712
1298 8 12 0.00456653
1307 8 12 0.00459875
1378 8 12 0.0048529
1108 7 13 0.00983703
1518 8 12 0.00535395
1207 8 12 0.00424075
1448 8 12 0.00510344
1568 8 12 0.00553287
1274 8 12 0.00448062
1182 8 12 0.00415124
1546 8 12 0.00545415
1512 8 12 0.00533248
1490 8 12 0.00525375
1593 8 12 0.00562233
1312 8 12 0.00461665
1475 8 12 0.00520007
1411 8 12 0.00497102
15621 9 13 0.00601349
11456 9 13 0.00440857
15579 9 13 0.00599735
15081 9 13 0.00580537
13363 9 13 0.00514352
14970 9 13 0.00576259
14112 9 13 0.00543207
12779 9 13 0.00491845
10813 8 14 0.00988057
14531 9 13 0.00559344
12112 9 13 0.00466147
11845 9 13 0.00455863
12911 9 13 0.00496936
17041 9 13 0.00656017
10962 9 13 0.00421825
13138 9 13 0.00505686
12248 9 13 0.0047139
13447 9 13 0.00517588
14028 9 13 0.00539979
173 7 11 0.00494609
104 7 10 0.00662926
160 7 11 0.00453491
1437 8 12 0.00506407
1533 8 12 0.00540763
1261 8 12 0.00443408
1549 8 12 0.00546488
1401 8 12 0.00493522
1055 7 13 0.00936033
1264 8 12 0.00444482
1316 8 12 0.00463097
1161 8 12 0.00407604
1272 8 12 0.00447346
1269 8 12 0.00446272
1385 8 12 0.00487796
1413 8 12 0.00497817
1506 8 12 0.00531101
1289 8 12 0.00453431
1072 7 13 0.00951325
1441 8 12 0.00507839
15800 9 13 0.00608226
13888 9 13 0.00534588
15356 9 13 0.00591128
15948 9 13 0.00613923
15803 9 13 0.00608352
12549 9 13 0.00482991
13853 9 13 0.00533233
13209 9 13 0.00508414
11839 9 13 0.00455622
14245 9 13 0.00548337
13250 9 13 0.00510006
12093 9 13 0.00465425
13640 9 13 0.00525038
15330 9 13 0.00590119
15091 9 13 0.00580931
15163 9 13 0.005837
16852 9 13 0.00648761
16720 9 13 0.00643672
14592 9 13 0.00561698
14344 9 13 0.00552144
